region,cancer_site,sex,year,incidences_all_ages,incidences_age_under5,incidences_age5to9,incidences_age10to14,incidences_age15to19,incidences_age20to24,incidences_age25to29,incidences_age30to34,incidences_age35to39,incidences_age40to44,incidences_age45to49,incidences_age50to54,incidences_age55to59,incidences_age60to64,incidences_age65to69,incidences_age70to74,incidences_age75to79,incidences_age80to84,incidences_age85to89,incidences_age90and_over
South East of Scotland,Bone and articular cartilage,Female,2019,6,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
South East of Scotland,Bone and articular cartilage,Female,2020,8,1,0,0,0,0,0,1,0,0,2,0,0,0,1,2,1,0,0,0
South East of Scotland,Bone and connective tissue,All,1996,47,2,2,3,0,2,1,0,0,0,4,1,3,5,3,5,9,6,1,0
South East of Scotland,Bone and connective tissue,All,1997,43,0,1,0,1,2,0,2,2,5,3,2,5,2,5,3,5,5,0,0
South East of Scotland,Bone and connective tissue,All,1998,39,2,0,1,2,2,4,1,2,0,1,3,5,2,5,5,2,1,1,0
South East of Scotland,Bone and connective tissue,All,1999,40,0,2,1,2,1,4,0,1,2,4,5,3,3,1,2,7,2,0,0
South East of Scotland,Bone and connective tissue,All,2000,48,0,1,2,2,0,2,3,3,0,3,3,2,3,6,9,3,4,1,1
South East of Scotland,Bone and connective tissue,All,2001,39,1,2,2,2,0,2,0,3,2,1,2,2,2,5,7,3,0,1,2
South East of Scotland,Bone and connective tissue,All,2002,52,0,1,1,1,1,1,3,3,9,2,4,4,3,3,7,5,1,2,1
South East of Scotland,Bone and connective tissue,All,2003,59,0,3,2,5,2,2,0,1,5,2,5,3,5,2,9,8,2,1,2
South East of Scotland,Bone and connective tissue,All,2004,46,2,4,6,1,2,1,2,1,0,0,5,4,2,4,4,3,4,1,0
South East of Scotland,Bone and connective tissue,All,2005,49,2,0,1,2,2,0,3,2,0,5,2,5,5,4,1,9,2,4,0
South East of Scotland,Bone and connective tissue,All,2006,47,1,1,1,2,3,1,1,3,1,3,1,0,5,2,3,6,8,4,1
South East of Scotland,Bone and connective tissue,All,2007,55,0,0,0,2,2,2,5,3,3,3,5,9,2,5,3,4,5,1,1
South East of Scotland,Bone and connective tissue,All,2008,41,0,2,0,3,2,1,4,1,4,3,5,2,0,1,5,4,3,1,0
South East of Scotland,Bone and connective tissue,All,2009,57,0,0,0,3,4,1,3,2,4,1,5,5,5,3,10,3,4,3,1
South East of Scotland,Bone and connective tissue,All,2010,34,1,0,0,1,1,0,2,1,1,1,4,3,7,6,1,2,0,3,0
South East of Scotland,Bone and connective tissue,All,2011,61,2,0,2,2,0,1,1,1,2,2,3,6,4,4,10,9,7,2,3
South East of Scotland,Bone and connective tissue,All,2012,48,0,0,1,0,1,0,2,3,1,4,3,7,3,4,6,5,3,5,0
South East of Scotland,Bone and connective tissue,All,2013,58,1,1,2,1,1,1,3,4,4,3,1,4,4,8,4,4,7,5,0
South East of Scotland,Bone and connective tissue,All,2014,58,1,1,1,5,1,4,1,0,6,2,7,3,7,5,4,1,5,3,1
South East of Scotland,Bone and connective tissue,All,2015,53,0,0,1,3,2,1,1,1,2,5,4,4,3,6,6,2,5,6,1
South East of Scotland,Bone and connective tissue,All,2016,49,0,0,1,1,0,0,4,2,3,3,5,4,5,4,5,4,3,4,1
South East of Scotland,Bone and connective tissue,All,2017,52,0,2,0,4,3,4,1,0,2,2,5,4,4,4,5,6,4,2,0
South East of Scotland,Bone and connective tissue,All,2018,45,1,1,1,1,0,0,5,2,1,3,3,4,2,4,3,4,5,3,2
South East of Scotland,Bone and connective tissue,All,2019,66,2,2,4,4,2,2,7,2,3,0,6,7,2,4,7,4,2,4,2
South East of Scotland,Bone and connective tissue,All,2020,42,1,0,0,1,0,1,1,1,1,2,4,4,6,5,7,2,2,3,1
South East of Scotland,Bone and connective tissue,Male,1996,27,2,1,0,0,2,0,0,0,0,4,1,1,2,0,4,6,3,1,0
South East of Scotland,Bone and connective tissue,Male,1997,30,0,0,0,1,2,0,2,1,3,2,1,3,0,5,2,4,4,0,0
South East of Scotland,Bone and connective tissue,Male,1998,26,2,0,1,2,2,3,1,1,0,0,1,2,2,4,2,1,1,1,0
South East of Scotland,Bone and connective tissue,Male,1999,25,0,2,1,1,0,2,0,0,1,2,5,2,1,1,1,5,1,0,0
South East of Scotland,Bone and connective tissue,Male,2000,34,0,0,0,2,0,1,2,3,0,3,2,2,2,6,5,1,4,0,1
South East of Scotland,Bone and connective tissue,Male,2001,25,0,0,2,2,0,1,0,2,1,1,2,1,1,4,5,2,0,0,1
South East of Scotland,Bone and connective tissue,Male,2002,30,0,1,0,1,1,0,1,2,7,2,4,3,2,2,1,2,0,1,0
South East of Scotland,Bone and connective tissue,Male,2003,32,0,1,0,4,2,2,0,1,2,1,4,2,3,2,5,1,2,0,0
South East of Scotland,Bone and connective tissue,Male,2004,24,0,1,4,0,0,1,0,1,0,0,4,3,1,3,2,1,2,1,0
South East of Scotland,Bone and connective tissue,Male,2005,27,0,0,0,2,2,0,2,1,0,2,2,4,3,3,1,2,1,2,0
South East of Scotland,Bone and connective tissue,Male,2006,28,1,0,0,2,1,1,1,2,1,1,1,0,5,2,1,5,3,1,0
South East of Scotland,Bone and connective tissue,Male,2007,29,0,0,0,1,1,0,1,0,1,3,3,8,1,2,2,2,4,0,0
South East of Scotland,Bone and connective tissue,Male,2008,24,0,0,0,2,1,0,2,1,2,3,4,2,0,1,5,1,0,0,0
South East of Scotland,Bone and connective tissue,Male,2009,35,0,0,0,2,3,1,3,1,2,1,3,5,2,2,4,2,3,1,0
South East of Scotland,Bone and connective tissue,Male,2010,21,1,0,0,1,0,0,1,0,0,0,1,1,5,5,1,2,0,3,0
South East of Scotland,Bone and connective tissue,Male,2011,37,0,0,1,2,0,1,0,1,0,0,1,4,3,4,7,5,6,2,0
South East of Scotland,Bone and connective tissue,Male,2012,29,0,0,0,0,0,0,1,3,0,1,3,7,2,4,3,2,1,2,0
South East of Scotland,Bone and connective tissue,Male,2013,35,1,0,0,1,1,1,2,3,2,2,0,2,2,6,2,3,5,2,0
South East of Scotland,Bone and connective tissue,Male,2014,30,0,1,0,2,0,2,0,0,3,0,4,2,6,2,2,0,2,3,1
South East of Scotland,Bone and connective tissue,Male,2015,27,0,0,1,1,2,1,1,0,1,2,4,1,1,2,2,0,4,4,0
South East of Scotland,Bone and connective tissue,Male,2016,23,0,0,0,1,0,0,1,2,0,1,3,2,2,1,1,4,3,2,0
South East of Scotland,Bone and connective tissue,Male,2017,28,0,0,0,3,2,3,0,0,1,1,2,2,2,3,2,4,3,0,0
South East of Scotland,Bone and connective tissue,Male,2018,29,0,1,1,1,0,0,2,1,1,2,2,4,0,3,1,3,4,2,1
South East of Scotland,Bone and connective tissue,Male,2019,35,1,0,2,2,1,1,3,1,1,0,5,4,2,1,4,3,0,2,2
South East of Scotland,Bone and connective tissue,Male,2020,28,0,0,0,1,0,1,0,1,1,0,4,3,5,3,4,1,2,2,0
South East of Scotland,Bone and connective tissue,Female,1996,20,0,1,3,0,0,1,0,0,0,0,0,2,3,3,1,3,3,0,0
South East of Scotland,Bone and connective tissue,Female,1997,13,0,1,0,0,0,0,0,1,2,1,1,2,2,0,1,1,1,0,0
South East of Scotland,Bone and connective tissue,Female,1998,13,0,0,0,0,0,1,0,1,0,1,2,3,0,1,3,1,0,0,0
South East of Scotland,Bone and connective tissue,Female,1999,15,0,0,0,1,1,2,0,1,1,2,0,1,2,0,1,2,1,0,0
South East of Scotland,Bone and connective tissue,Female,2000,14,0,1,2,0,0,1,1,0,0,0,1,0,1,0,4,2,0,1,0
South East of Scotland,Bone and connective tissue,Female,2001,14,1,2,0,0,0,1,0,1,1,0,0,1,1,1,2,1,0,1,1
South East of Scotland,Bone and connective tissue,Female,2002,22,0,0,1,0,0,1,2,1,2,0,0,1,1,1,6,3,1,1,1
South East of Scotland,Bone and connective tissue,Female,2003,27,0,2,2,1,0,0,0,0,3,1,1,1,2,0,4,7,0,1,2
South East of Scotland,Bone and connective tissue,Female,2004,22,2,3,2,1,2,0,2,0,0,0,1,1,1,1,2,2,2,0,0
South East of Scotland,Bone and connective tissue,Female,2005,22,2,0,1,0,0,0,1,1,0,3,0,1,2,1,0,7,1,2,0
South East of Scotland,Bone and connective tissue,Female,2006,19,0,1,1,0,2,0,0,1,0,2,0,0,0,0,2,1,5,3,1
South East of Scotland,Bone and connective tissue,Female,2007,26,0,0,0,1,1,2,4,3,2,0,2,1,1,3,1,2,1,1,1
South East of Scotland,Bone and connective tissue,Female,2008,17,0,2,0,1,1,1,2,0,2,0,1,0,0,0,0,3,3,1,0
South East of Scotland,Bone and connective tissue,Female,2009,22,0,0,0,1,1,0,0,1,2,0,2,0,3,1,6,1,1,2,1
South East of Scotland,Bone and connective tissue,Female,2010,13,0,0,0,0,1,0,1,1,1,1,3,2,2,1,0,0,0,0,0
South East of Scotland,Bone and connective tissue,Female,2011,24,2,0,1,0,0,0,1,0,2,2,2,2,1,0,3,4,1,0,3
South East of Scotland,Bone and connective tissue,Female,2012,19,0,0,1,0,1,0,1,0,1,3,0,0,1,0,3,3,2,3,0
South East of Scotland,Bone and connective tissue,Female,2013,23,0,1,2,0,0,0,1,1,2,1,1,2,2,2,2,1,2,3,0
South East of Scotland,Bone and connective tissue,Female,2014,28,1,0,1,3,1,2,1,0,3,2,3,1,1,3,2,1,3,0,0
South East of Scotland,Bone and connective tissue,Female,2015,26,0,0,0,2,0,0,0,1,1,3,0,3,2,4,4,2,1,2,1
South East of Scotland,Bone and connective tissue,Female,2016,26,0,0,1,0,0,0,3,0,3,2,2,2,3,3,4,0,0,2,1
South East of Scotland,Bone and connective tissue,Female,2017,24,0,2,0,1,1,1,1,0,1,1,3,2,2,1,3,2,1,2,0
South East of Scotland,Bone and connective tissue,Female,2018,16,1,0,0,0,0,0,3,1,0,1,1,0,2,1,2,1,1,1,1
South East of Scotland,Bone and connective tissue,Female,2019,31,1,2,2,2,1,1,4,1,2,0,1,3,0,3,3,1,2,2,0
South East of Scotland,Bone and connective tissue,Female,2020,14,1,0,0,0,0,0,1,0,0,2,0,1,1,2,3,1,0,1,1
South East of Scotland,Connective tissue,All,1996,34,2,1,0,0,2,1,0,0,0,3,1,2,4,1,3,8,5,1,0
South East of Scotland,Connective tissue,All,1997,34,0,1,0,0,1,0,1,1,4,2,2,5,2,3,2,5,5,0,0
South East of Scotland,Connective tissue,All,1998,24,2,0,0,1,1,0,0,1,0,0,2,4,1,5,3,2,1,1,0
South East of Scotland,Connective tissue,All,1999,29,0,1,0,0,1,2,0,1,2,4,2,3,3,1,1,6,2,0,0
South East of Scotland,Connective tissue,All,2000,37,0,0,1,0,0,1,2,2,0,3,3,2,2,6,8,3,3,0,1
South East of Scotland,Connective tissue,All,2001,30,1,2,1,0,0,1,0,3,1,1,1,1,2,5,7,2,0,1,1
South East of Scotland,Connective tissue,All,2002,45,0,1,0,1,1,1,3,3,8,1,3,3,2,3,6,5,1,2,1
South East of Scotland,Connective tissue,All,2003,44,0,0,0,1,1,2,0,1,2,2,5,3,4,2,8,8,2,1,2
South East of Scotland,Connective tissue,All,2004,37,1,3,3,1,1,1,1,1,0,0,4,4,2,4,3,3,4,1,0
South East of Scotland,Connective tissue,All,2005,41,2,0,1,1,2,0,2,2,0,3,2,4,4,3,1,8,2,4,0
South East of Scotland,Connective tissue,All,2006,39,0,0,0,0,2,1,1,2,1,3,1,0,5,2,3,6,8,3,1
South East of Scotland,Connective tissue,All,2007,38,0,0,0,0,1,2,3,3,2,2,4,5,1,5,3,1,4,1,1
South East of Scotland,Connective tissue,All,2008,32,0,1,0,2,1,1,3,1,3,2,4,2,0,0,5,4,2,1,0
South East of Scotland,Connective tissue,All,2009,39,0,0,0,1,1,1,1,0,3,1,2,5,5,2,8,2,3,3,1
South East of Scotland,Connective tissue,All,2010,27,1,0,0,0,0,0,2,1,1,1,3,3,5,6,1,1,0,2,0
South East of Scotland,Connective tissue,All,2011,45,1,0,0,2,0,0,1,1,1,2,1,6,2,2,8,7,6,2,3
South East of Scotland,Connective tissue,All,2012,35,0,0,0,0,1,0,0,1,0,3,2,7,3,3,4,4,2,5,0
South East of Scotland,Connective tissue,All,2013,45,1,0,0,0,1,1,3,3,3,2,1,4,1,6,4,4,7,4,0
South East of Scotland,Connective tissue,All,2014,36,1,0,1,3,0,0,0,0,4,1,5,2,4,3,3,1,4,3,1
South East of Scotland,Connective tissue,All,2015,40,0,0,1,1,2,1,0,0,1,3,3,2,2,6,6,2,4,5,1
South East of Scotland,Connective tissue,All,2016,32,0,0,1,0,0,0,2,1,1,3,1,3,4,4,4,1,3,3,1
South East of Scotland,Connective tissue,All,2017,38,0,1,0,2,2,3,0,0,2,1,5,4,3,1,3,6,4,1,0
South East of Scotland,Connective tissue,All,2018,35,0,0,1,0,0,0,4,2,1,2,3,3,2,2,2,3,5,3,2
South East of Scotland,Connective tissue,All,2019,47,2,0,2,2,2,2,6,1,3,0,3,4,2,3,5,2,2,4,2
South East of Scotland,Connective tissue,All,2020,30,0,0,0,1,0,1,0,1,0,0,4,3,5,4,4,1,2,3,1
South East of Scotland,Connective tissue,Male,1996,23,2,0,0,0,2,0,0,0,0,3,1,0,2,0,3,6,3,1,0
South East of Scotland,Connective tissue,Male,1997,22,0,0,0,0,1,0,1,0,2,2,1,3,0,3,1,4,4,0,0
South East of Scotland,Connective tissue,Male,1998,16,2,0,0,1,1,0,0,1,0,0,0,2,1,4,1,1,1,1,0
South East of Scotland,Connective tissue,Male,1999,16,0,1,0,0,0,0,0,0,1,2,2,2,1,1,0,5,1,0,0
South East of Scotland,Connective tissue,Male,2000,28,0,0,0,0,0,1,1,2,0,3,2,2,1,6,5,1,3,0,1
South East of Scotland,Connective tissue,Male,2001,17,0,0,1,0,0,0,0,2,1,1,1,0,1,4,5,1,0,0,0
South East of Scotland,Connective tissue,Male,2002,26,0,1,0,1,1,0,1,2,6,1,3,2,2,2,1,2,0,1,0
South East of Scotland,Connective tissue,Male,2003,26,0,0,0,1,1,2,0,1,1,1,4,2,3,2,5,1,2,0,0
South East of Scotland,Connective tissue,Male,2004,19,0,0,2,0,0,1,0,1,0,0,3,3,1,3,1,1,2,1,0
South East of Scotland,Connective tissue,Male,2005,22,0,0,0,1,2,0,1,1,0,2,2,3,2,2,1,2,1,2,0
South East of Scotland,Connective tissue,Male,2006,25,0,0,0,0,1,1,1,2,1,1,1,0,5,2,1,5,3,1,0
South East of Scotland,Connective tissue,Male,2007,19,0,0,0,0,0,0,1,0,0,2,3,5,0,2,2,0,4,0,0
South East of Scotland,Connective tissue,Male,2008,18,0,0,0,1,1,0,1,1,1,2,3,2,0,0,5,1,0,0,0
South East of Scotland,Connective tissue,Male,2009,22,0,0,0,1,0,1,1,0,1,1,0,5,2,2,4,1,2,1,0
South East of Scotland,Connective tissue,Male,2010,16,1,0,0,0,0,0,1,0,0,0,0,1,4,5,1,1,0,2,0
South East of Scotland,Connective tissue,Male,2011,31,0,0,0,2,0,0,0,1,0,0,1,4,2,2,7,5,5,2,0
South East of Scotland,Connective tissue,Male,2012,22,0,0,0,0,0,0,0,1,0,1,2,7,2,3,1,2,1,2,0
South East of Scotland,Connective tissue,Male,2013,29,1,0,0,0,1,1,2,2,2,1,0,2,1,5,2,3,5,1,0
South East of Scotland,Connective tissue,Male,2014,18,0,0,0,1,0,0,0,0,2,0,2,1,3,2,2,0,1,3,1
South East of Scotland,Connective tissue,Male,2015,18,0,0,1,0,2,1,0,0,0,1,3,0,0,2,2,0,3,3,0
South East of Scotland,Connective tissue,Male,2016,12,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,3,1,0
South East of Scotland,Connective tissue,Male,2017,20,0,0,0,2,1,2,0,0,1,0,2,2,2,1,0,4,3,0,0
South East of Scotland,Connective tissue,Male,2018,22,0,0,1,0,0,0,1,1,1,1,2,3,0,1,1,3,4,2,1
South East of Scotland,Connective tissue,Male,2019,22,1,0,1,0,1,1,2,0,1,0,2,1,2,1,3,2,0,2,2
South East of Scotland,Connective tissue,Male,2020,24,0,0,0,1,0,1,0,1,0,0,4,2,4,3,3,1,2,2,0
South East of Scotland,Connective tissue,Female,1996,11,0,1,0,0,0,1,0,0,0,0,0,2,2,1,0,2,2,0,0
South East of Scotland,Connective tissue,Female,1997,12,0,1,0,0,0,0,0,1,2,0,1,2,2,0,1,1,1,0,0
South East of Scotland,Connective tissue,Female,1998,8,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,1,0,0,0
South East of Scotland,Connective tissue,Female,1999,13,0,0,0,0,1,2,0,1,1,2,0,1,2,0,1,1,1,0,0
South East of Scotland,Connective tissue,Female,2000,9,0,0,1,0,0,0,1,0,0,0,1,0,1,0,3,2,0,0,0
South East of Scotland,Connective tissue,Female,2001,13,1,2,0,0,0,1,0,1,0,0,0,1,1,1,2,1,0,1,1
South East of Scotland,Connective tissue,Female,2002,19,0,0,0,0,0,1,2,1,2,0,0,1,0,1,5,3,1,1,1
South East of Scotland,Connective tissue,Female,2003,18,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,7,0,1,2
South East of Scotland,Connective tissue,Female,2004,18,1,3,1,1,1,0,1,0,0,0,1,1,1,1,2,2,2,0,0
South East of Scotland,Connective tissue,Female,2005,19,2,0,1,0,0,0,1,1,0,1,0,1,2,1,0,6,1,2,0
South East of Scotland,Connective tissue,Female,2006,14,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,5,2,1
South East of Scotland,Connective tissue,Female,2007,19,0,0,0,0,1,2,2,3,2,0,1,0,1,3,1,1,0,1,1
South East of Scotland,Connective tissue,Female,2008,14,0,1,0,1,0,1,2,0,2,0,1,0,0,0,0,3,2,1,0
South East of Scotland,Connective tissue,Female,2009,17,0,0,0,0,1,0,0,0,2,0,2,0,3,0,4,1,1,2,1
South East of Scotland,Connective tissue,Female,2010,11,0,0,0,0,0,0,1,1,1,1,3,2,1,1,0,0,0,0,0
South East of Scotland,Connective tissue,Female,2011,14,1,0,0,0,0,0,1,0,1,2,0,2,0,0,1,2,1,0,3
South East of Scotland,Connective tissue,Female,2012,13,0,0,0,0,1,0,0,0,0,2,0,0,1,0,3,2,1,3,0
South East of Scotland,Connective tissue,Female,2013,16,0,0,0,0,0,0,1,1,1,1,1,2,0,1,2,1,2,3,0
South East of Scotland,Connective tissue,Female,2014,18,1,0,1,2,0,0,0,0,2,1,3,1,1,1,1,1,3,0,0
South East of Scotland,Connective tissue,Female,2015,22,0,0,0,1,0,0,0,0,1,2,0,2,2,4,4,2,1,2,1
South East of Scotland,Connective tissue,Female,2016,20,0,0,1,0,0,0,1,0,1,2,1,2,3,3,3,0,0,2,1
South East of Scotland,Connective tissue,Female,2017,18,0,1,0,0,1,1,0,0,1,1,3,2,1,0,3,2,1,1,0
South East of Scotland,Connective tissue,Female,2018,13,0,0,0,0,0,0,3,1,0,1,1,0,2,1,1,0,1,1,1
South East of Scotland,Connective tissue,Female,2019,25,1,0,1,2,1,1,4,1,2,0,1,3,0,2,2,0,2,2,0
South East of Scotland,Connective tissue,Female,2020,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
South East of Scotland,Malignant brain cancer,All,1996,107,5,3,1,2,0,4,2,5,2,4,11,7,15,10,18,9,5,3,1
South East of Scotland,Malignant brain cancer,All,1997,84,1,3,1,1,1,2,5,2,2,5,12,5,9,11,10,7,2,2,3
South East of Scotland,Malignant brain cancer,All,1998,97,2,3,1,0,3,1,2,2,4,6,8,16,10,14,11,6,5,2,1
South East of Scotland,Malignant brain cancer,All,1999,110,2,4,1,0,2,4,3,10,2,6,7,4,16,17,11,10,9,2,0
South East of Scotland,Malignant brain cancer,All,2000,134,1,1,2,0,2,1,5,2,8,8,16,14,8,15,17,18,10,6,0
South East of Scotland,Malignant brain cancer,All,2001,117,0,4,3,0,1,2,4,8,4,6,10,7,14,15,14,9,8,7,1
South East of Scotland,Malignant brain cancer,All,2002,121,1,2,1,4,0,2,5,7,3,7,12,8,12,19,10,13,9,5,1
South East of Scotland,Malignant brain cancer,All,2003,112,8,3,1,1,1,0,2,2,6,4,8,11,8,12,15,12,13,4,1
South East of Scotland,Malignant brain cancer,All,2004,117,0,1,2,1,0,1,0,3,6,6,9,21,11,11,19,13,9,4,0
South East of Scotland,Malignant brain cancer,All,2005,102,2,1,0,0,2,2,3,3,5,4,12,16,14,9,13,8,6,2,0
South East of Scotland,Malignant brain cancer,All,2006,119,1,1,2,0,3,0,1,5,5,10,10,12,18,12,14,15,7,2,1
South East of Scotland,Malignant brain cancer,All,2007,116,3,2,1,1,1,4,7,1,8,8,2,17,13,14,15,8,7,2,2
South East of Scotland,Malignant brain cancer,All,2008,124,3,1,4,1,1,1,1,4,6,8,10,17,12,15,13,14,5,5,3
South East of Scotland,Malignant brain cancer,All,2009,117,2,3,2,3,3,6,1,3,3,2,5,13,13,23,10,8,6,9,2
South East of Scotland,Malignant brain cancer,All,2010,123,1,3,3,2,1,6,1,3,6,5,9,18,16,15,14,12,5,2,1
South East of Scotland,Malignant brain cancer,All,2011,131,2,3,2,3,3,2,3,5,5,10,13,8,18,17,15,8,7,5,2
South East of Scotland,Malignant brain cancer,All,2012,133,1,1,1,1,2,1,7,7,4,7,8,9,14,19,17,15,12,5,2
South East of Scotland,Malignant brain cancer,All,2013,129,5,2,3,1,1,2,4,2,4,9,13,10,13,15,18,7,8,9,3
South East of Scotland,Malignant brain cancer,All,2014,157,3,4,1,2,2,3,4,5,5,7,20,15,15,18,18,16,10,6,3
South East of Scotland,Malignant brain cancer,All,2015,101,2,2,0,0,2,0,2,3,4,4,6,11,8,22,11,10,9,5,0
South East of Scotland,Malignant brain cancer,All,2016,122,3,3,1,1,3,6,5,5,6,5,7,9,12,16,15,13,7,4,1
South East of Scotland,Malignant brain cancer,All,2017,119,0,3,4,2,2,2,2,1,3,6,8,8,14,22,20,10,7,3,2
South East of Scotland,Malignant brain cancer,All,2018,126,3,4,1,1,2,3,3,7,1,2,7,16,11,16,18,14,10,7,0
South East of Scotland,Malignant brain cancer,All,2019,119,2,0,2,1,2,2,1,4,2,4,12,12,18,13,12,18,5,7,2
South East of Scotland,Malignant brain cancer,All,2020,108,4,3,0,0,1,2,3,4,2,5,5,8,10,14,17,18,2,7,3
South East of Scotland,Malignant brain cancer,Male,1996,53,0,1,1,1,0,2,2,2,1,3,5,5,7,4,9,8,1,1,0
South East of Scotland,Malignant brain cancer,Male,1997,42,0,1,1,0,1,1,2,2,1,2,7,2,5,7,7,2,0,1,0
South East of Scotland,Malignant brain cancer,Male,1998,54,2,0,1,0,2,0,1,2,3,3,4,10,4,9,6,3,3,1,0
South East of Scotland,Malignant brain cancer,Male,1999,64,1,3,0,0,1,1,3,9,1,3,5,2,10,9,6,6,3,1,0
South East of Scotland,Malignant brain cancer,Male,2000,70,1,0,0,0,2,0,2,0,8,2,11,7,4,8,9,8,6,2,0
South East of Scotland,Malignant brain cancer,Male,2001,68,0,3,2,0,1,0,1,5,3,3,8,1,12,11,6,3,4,4,1
South East of Scotland,Malignant brain cancer,Male,2002,78,0,2,0,4,0,1,2,5,2,4,9,6,9,14,8,7,3,2,0
South East of Scotland,Malignant brain cancer,Male,2003,66,7,3,1,1,0,0,1,2,3,3,5,8,5,4,7,6,7,2,1
South East of Scotland,Malignant brain cancer,Male,2004,62,0,1,2,0,0,0,0,2,4,4,7,10,5,6,8,7,5,1,0
South East of Scotland,Malignant brain cancer,Male,2005,62,2,1,0,0,0,1,3,1,4,3,10,11,10,3,7,2,4,0,0
South East of Scotland,Malignant brain cancer,Male,2006,71,0,0,2,0,3,0,0,3,4,7,4,6,12,7,7,8,6,1,1
South East of Scotland,Malignant brain cancer,Male,2007,60,2,0,0,0,0,0,4,0,4,5,1,11,7,8,7,5,4,0,2
South East of Scotland,Malignant brain cancer,Male,2008,69,2,0,0,0,0,1,0,4,4,5,5,11,8,6,7,9,2,4,1
South East of Scotland,Malignant brain cancer,Male,2009,63,2,1,1,1,2,3,0,2,1,1,3,6,9,13,6,6,3,2,1
South East of Scotland,Malignant brain cancer,Male,2010,69,1,2,2,2,1,1,1,1,4,2,6,12,11,7,7,5,2,1,1
South East of Scotland,Malignant brain cancer,Male,2011,74,2,1,2,0,2,0,2,2,4,6,6,5,10,14,7,5,4,1,1
South East of Scotland,Malignant brain cancer,Male,2012,81,0,1,0,0,1,0,4,4,1,5,6,7,11,14,12,8,6,1,0
South East of Scotland,Malignant brain cancer,Male,2013,68,2,0,2,1,0,2,2,1,2,5,7,5,7,6,12,2,5,6,1
South East of Scotland,Malignant brain cancer,Male,2014,90,2,3,1,1,1,2,2,2,3,5,11,6,11,13,10,8,4,4,1
South East of Scotland,Malignant brain cancer,Male,2015,57,0,2,0,0,0,0,1,2,4,2,3,8,6,10,7,5,4,3,0
South East of Scotland,Malignant brain cancer,Male,2016,67,1,1,0,0,2,4,2,2,3,2,3,8,9,12,8,3,3,3,1
South East of Scotland,Malignant brain cancer,Male,2017,64,0,3,4,2,0,2,0,1,2,4,4,2,4,13,13,6,2,2,0
South East of Scotland,Malignant brain cancer,Male,2018,72,3,4,1,1,2,1,1,2,1,1,6,10,8,10,11,3,6,1,0
South East of Scotland,Malignant brain cancer,Male,2019,66,2,0,1,1,1,0,0,2,1,2,7,7,9,7,10,11,3,2,0
South East of Scotland,Malignant brain cancer,Male,2020,59,2,2,0,0,0,2,2,3,2,3,1,7,7,5,8,9,1,4,1
South East of Scotland,Malignant brain cancer,Female,1996,54,5,2,0,1,0,2,0,3,1,1,6,2,8,6,9,1,4,2,1
South East of Scotland,Malignant brain cancer,Female,1997,42,1,2,0,1,0,1,3,0,1,3,5,3,4,4,3,5,2,1,3
South East of Scotland,Malignant brain cancer,Female,1998,43,0,3,0,0,1,1,1,0,1,3,4,6,6,5,5,3,2,1,1
South East of Scotland,Malignant brain cancer,Female,1999,46,1,1,1,0,1,3,0,1,1,3,2,2,6,8,5,4,6,1,0
South East of Scotland,Malignant brain cancer,Female,2000,64,0,1,2,0,0,1,3,2,0,6,5,7,4,7,8,10,4,4,0
South East of Scotland,Malignant brain cancer,Female,2001,49,0,1,1,0,0,2,3,3,1,3,2,6,2,4,8,6,4,3,0
South East of Scotland,Malignant brain cancer,Female,2002,43,1,0,1,0,0,1,3,2,1,3,3,2,3,5,2,6,6,3,1
South East of Scotland,Malignant brain cancer,Female,2003,46,1,0,0,0,1,0,1,0,3,1,3,3,3,8,8,6,6,2,0
South East of Scotland,Malignant brain cancer,Female,2004,55,0,0,0,1,0,1,0,1,2,2,2,11,6,5,11,6,4,3,0
South East of Scotland,Malignant brain cancer,Female,2005,40,0,0,0,0,2,1,0,2,1,1,2,5,4,6,6,6,2,2,0
South East of Scotland,Malignant brain cancer,Female,2006,48,1,1,0,0,0,0,1,2,1,3,6,6,6,5,7,7,1,1,0
South East of Scotland,Malignant brain cancer,Female,2007,56,1,2,1,1,1,4,3,1,4,3,1,6,6,6,8,3,3,2,0
South East of Scotland,Malignant brain cancer,Female,2008,55,1,1,4,1,1,0,1,0,2,3,5,6,4,9,6,5,3,1,2
South East of Scotland,Malignant brain cancer,Female,2009,54,0,2,1,2,1,3,1,1,2,1,2,7,4,10,4,2,3,7,1
South East of Scotland,Malignant brain cancer,Female,2010,54,0,1,1,0,0,5,0,2,2,3,3,6,5,8,7,7,3,1,0
South East of Scotland,Malignant brain cancer,Female,2011,57,0,2,0,3,1,2,1,3,1,4,7,3,8,3,8,3,3,4,1
